,id,cast,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,tmdb_score
308,tm1120212,"['Ahmed Ezz', 'Menna Shalabi', 'Maged El Kedwany', 'Sayed Ragab', 'Mohammad Gomaa', 'Hagag Abdel Azim', 'Mohamed Al Sharnuby', 'Myrna Nour El Din', 'Nardin Farag', 'Riad El-Kholy', 'Nabil Issa', 'Nour Mahmoud', 'Magda Mounir', 'Adam Wahdan', 'Abdulraheem Hassan', 'Omar Sharif', 'Mohamed Abo Dawood', 'Sherif Arafa']",The Crime,MOVIE,"Adel (Ahmed Ezz) is a middle-aged man, raised by his strict grandfather who he was deeply inspired by. Set in the 1970's, he met his first love, Nadia, (Menna Shalaby) who later became his wife and the mother of his son. After this, a chain of events lead to Adel committing many crimes, which are investigated by Amgad Al Husseiny (Maged el kedwany) and later in the movie, a series of surprises are revealed.",2022.0,,126.0,['drama'],['EG'],0.0,0.0,5.8
309,tm1120509,"['Olivia Popica', 'Michael Bisping', 'Brooke Johnston', 'Diana Hoyos', 'Neetu Chandra', 'James Faulkner', 'Lee Charles', 'Raffaello Degruttola', 'Hannah Al Rashid', 'Christopher Sciueref', 'Tommy Bastow', 'Kellie Madison']",Never Back Down: Revolt,MOVIE,A woman who is kidnapped and forced to compete in elite underground fights and has to battle her way out to freedom.,2021.0,R,89.0,"['action', 'crime', 'drama', 'sport']",['US'],0.0,4.0,6.6
310,tm1120543,"['Karen Gillan', 'Iris Apatow', 'Fred Armisen', 'Maria Bakalova', 'Vir Das', 'David Duchovny', 'Samson Kayo', 'Keegan-Michael Key', 'Guz Khan', 'Leslie Mann', 'Kate McKinnon', 'Pedro Pascal', 'Peter Serafinowicz', 'Harry Trevaldwyn', 'Danielle Vitalis', 'Rob Delaney', 'Raphael Acloque', 'Chris Witaske', 'Galen Hopper', 'Ross Lee', 'Nick Kocher', 'Celeste Dring', 'Ben Ashenden', 'Alexander Owen', 'Audrina Woolrich', 'Grant Woolrich', 'Grant Fear', 'Maria Bamford', ""Katie O'Brien"", 'Daisy Ridley', 'John Lithgow', 'Austin Ku', 'John Cena', 'Beck', 'Donna Air', 'Ivy Wolk', 'James McAvoy', 'Kathryn Drysdale', 'Vivian Full', 'Chloé Delanney', 'Judd Apatow']",The Bubble,MOVIE,A group of actors and actresses stuck inside a pandemic bubble at a hotel attempts to complete a film.,2022.0,R,126.0,['comedy'],['US'],0.0,4.7,4.8
311,tm1120636,"['James Arnold Taylor', 'Trevor Devall', 'Maryke Hendrikse', 'Emily Tennant', 'Lee Tockar', 'Ian James Corlett', 'Andrew Francis', 'Tim Stuby', 'Jim Miller']",Johnny Test's Ultimate Meatloaf Quest,MOVIE,"""Join Johnny and Dukey on an epic interactive quest to find the perfect meatloaf - and save themselves from eating Dad's gross """"garbage loaf"""" for dinner.""",2021.0,G,20.0,"['animation', 'family']",['US'],0.0,7.1,2.5
312,tm1120766,"['Angèle', 'Brice VDH', 'Sébastien Rensonnet']",Angèle,MOVIE,"Belgian pop star Angèle reflects on her life and hopes as she finds balance amid the tears, joys and loneliness of fame. Told through her own words.",2021.0,R,84.0,"['documentation', 'music']","['FR', 'BE']",0.0,7.0,7.1
313,tm1120937,"['Mackenzie Astin', 'Dermot Mulroney', 'Tommy Flanagan', 'Martin Sensmeier', 'Tatanka Means', 'James Landry Hébert', 'Denim Richards', 'Rus Blackwell', 'Grace Montie', 'Rebeckah Boykin', 'Nathan Frankowski']",Montford: The Chickasaw Rancher,MOVIE,A Chickasaw man survives great hardships and tragedy to establish a vast ranching empire along the famous cattle highway of the American West.,2021.0,,96.0,"['western', 'drama', 'history']",['US'],0.0,6.6,6.0
314,tm1121084,"['Paolo Contis', 'Archie Alemania', 'Beauty Gonzalez', 'Isabelle Daza', 'Elisse Joson', 'Niño Muhlach', 'Sunshine Garcia', 'Analyn Barro', 'Aiko Climanco', 'Kara Mitzki', 'Robert Antonio', 'Svetlana Jaloslos De Leon', 'Ronald Carbonel', 'Raland Del Rosario', 'Archie Daguinod', 'Jojie Arlanza', 'Beverly Bustria', 'Rey Mark Ruales', 'Caren Bautista', 'Mark Lloyd Jamello', 'Danceldale Calago', 'Justine Alimpuangan', 'Jelson Bay', 'Carritero Bernard', 'Benson Dalina', 'Pepe Herrera', 'Barry Gonzalez']",Izla,MOVIE,"Two brothers accompany a group of vloggers on their search for a mythical island. But when they find it, they uncover one sinister secret after another.",2021.0,,85.0,"['horror', 'comedy']",['PH'],0.0,3.7,5.3
315,tm1121098,"['K Brosas', 'Elisse Joson', 'Alwyn Uytingco', 'Hannah Ledesma', 'Pio Balbuena', 'Anjo Yllana', 'Paul Lyderer', 'Jeanet Lang Bolvig', 'Deanie Mofjeld', 'Jesper S. Nielsen', 'Michael Cardeno', 'Veronica Velasco']",Will You Marry?,MOVIE,"Honey and Sweet, a Filipino mother and daughter arrive in Copenhagen, uncertain of what the trip might lead to, but Sweet certainly does not trust her mother's Danish fiance, Fergus.",2021.0,,86.0,"['romance', 'drama']",['PH'],0.0,4.9,5.0
316,tm1121246,"['Stephen Amell', 'Robbie Amell', 'Kari Matchett', 'Penny Eizenga', 'Lawrence Bayne', 'Jai Jai Jones', 'Alex Mallari Jr.', 'Shaun Benson', 'Sung Kang', 'Aaron Abrams', 'Martin Roach', 'Nneka Elliott', 'Matthew Gouveia', 'Kevin Claydon', 'Laysla De Oliveira', 'Vlad Alexis', 'Ho Chow', 'Simon Northwood', 'Peter Outerbridge', 'Sarah Hoedlmoser', 'Greg Bryk', 'Kyla Kane', 'Karissa Strain', 'Max Laferriere', 'Merwin Mondesir', 'Casey Hudecki', 'Darrin Baker', 'JaNae Armogan', 'Jeff Sinasac', 'John MacDonald', 'Chris Handfield', 'Natalie Lisinska', 'Emma Ho', 'Herschel Andoh', 'Oscar A. Gonzalez', 'Charlie Riina', 'Nichole Arya Lentz', 'Christine Pagulayan', 'Dane Bingenheimer', 'Michelle Doiron', 'Josh Aguirre', 'Derek Barnes', 'Glenda Braganza', 'Nick Ford', 'Michelle Hill', 'Lisa Hinds', 'Eldon Hunter', 'Elena Khan', 'Heidi Matijevic', 'Kris Pring', 'Attila Sebesy', 'Joe Vercillo', 'Michelle Cormier', 'Q Fortier', 'Jeff Chan']",Code 8,MOVIE,"In Lincoln City, some inhabitants have extraordinary abilities. Most live below the poverty line, under the close surveillance of a heavily militarized police force. Connor, a construction worker with powers, involves with a criminal gang to help his ailing mother. (Based on the short film “Code 8,” 2016.)",2019.0,,99.0,"['scifi', 'action', 'crime', 'thriller', 'drama']","['CA', 'GB', 'US']",0.0,6.1,6.2
317,tm1121707,"['Paola Locatelli', 'Simon Rérolle', 'Alexis Michalik', 'Camille Léon-Fucien', 'Elsa Duchez Paverani', 'Héloïse Janjaud', 'Julien Lopez', 'Tristan Zanchi', 'Oscar Lesage', 'Ella Pellegrini', 'Aymeric Fougeron', 'Jin Xuan Mao', 'Nicolas Berno', 'Rachel Suissa']",Dangerous Liaisons,MOVIE,"Book smart Célène falls for bad boy Tristan at her new Biarritz high school, unaware she's part of a cruel bet he's made with social media queen Vanessa.",2022.0,,109.0,"['romance', 'drama']",['FR'],0.0,3.9,5.375
318,tm1122095,"['Rachel Oniga', 'Segilola Ogidan', 'Efa Iwara', 'Linda Osifo', 'alvin abayomi', 'Carol King', 'Lateef Adedimeji', 'Uzoamaka Aniunoh', 'Jude Chukwuka', 'Kunle Afolayan']",A Naija Christmas,MOVIE,A mother's Christmas wish - and the grand prize that comes with it - sets off a fierce competition between her sons.,2021.0,,121.0,"['comedy', 'drama', 'romance']",['NG'],0.0,4.7,7.0
319,tm112235,"['R. Madhavan', 'Simran', 'P. S. Keerthana', 'Nandita Das', 'J. D. Chakravarthi', 'Prakash Raj', 'Pasupathy Masilamani', 'Bala Singh', 'Delhi Kumar', 'M. S. Bhaskar', 'Sashi Kumar', 'Easwari Rao', 'Mu Ramaswamy', 'Kamala Krishnaswamy', 'Siddharth', 'Shefali Chowdhury', 'Lakshmi Krishnamurthy', 'Mani Ratnam']",Kannathil Muthamittal,MOVIE,"A little girl is told by her parents that she is adopted. Determined to find her birth mother, her family eventually agrees to take her to Sri Lanka, where they are abducted by the terrorist group known as the Tamil Tigers.",2002.0,,137.0,"['drama', 'war', 'action']",['IN'],0.0,8.4,7.4
320,tm112381,"['Jerry Seinfeld', 'Orny Adams', 'Greg Giraldo', 'Jim Norton', 'Sherrod Small', 'Allan Havey', 'Colin Quinn', 'Cynthia Koury', 'George Wallace', 'Robert Klein', 'T. Sean Shannon', 'Gary Greenberg', 'Shawn Seymour', 'Richard Spector', 'Michael Britt', 'Craig Figueiredo', 'Nicole Severine', 'Nicole Beatty', 'Tom Papa', 'Mario Joyner', 'Ray Romano', 'William Stephenson', 'Ángel Salazar', 'Godfrey', 'Dom Irrera', 'Gary Valentine', 'Chris Rock', 'Brad Perry', 'Garry Shandling', 'Kevin Nealon', 'Jay Leno', 'Jimmy Brogan', 'Bill Cosby', 'Mustafa Abuelhija', 'Manny Dworman', 'Estee Adoram', 'Anat Barnes', 'George Shapiro', 'Rory Rosegarten', 'Diane Barnett', 'Chris Mazzilli', 'Jessica Seinfeld', 'Michie Mee', 'Richard Miller', 'Terry Dimonte', 'Brett Walkow', 'Barry Katz', 'John Johnson', 'Tom Pecora', 'Paul Schorsch', 'Henry Benavides', 'Mark Magnusson', 'Daniel McKenna', 'Michael Nelson', 'Mike Lacey', 'Elizabeth Clark', 'Kevin Dochtermann', 'Christopher Misiano', 'Christian Charles']",Comedian,MOVIE,"A look at the work of two stand-up comics, Jerry Seinfeld and a lesser-known newcomer, detailing the effort and frustration behind putting together a successful act and career while living a life on the road.",2002.0,R,82.0,"['comedy', 'documentation']",['US'],0.0,6.9,6.7
321,tm1124066,"['Carlos Ballarta', 'Felix De Valdivia', 'Raúl Campos']",Carlos Ballarta: False Prophet,MOVIE,Mexican comic Carlos Ballarta is back and this time he's using his sharp black humor to challenge cultural and religious views from Latin America.,2021.0,,63.0,['comedy'],['MX'],0.0,6.7,5.2
322,tm1127479,"['Prateik Babbar', 'Neelay Mehendale', 'Anjali Sivaraman', 'Anant Joshi', 'Geetanjali Kulkarni', 'Shishir Sharma', 'Poornima Indrajith', 'Neil Bhoopalam', 'Sachin Kundalkar']",Cobalt Blue,MOVIE,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.",2022.0,,112.0,"['romance', 'drama']",['IN'],0.0,6.6,6.6
323,tm1127511,"['Janine Gutierrez', 'Pepe Herrera', 'Pilita Corrales', 'Archie Alemania', 'Vangie Labalan', 'Nicco Manalo', 'Faye Lorenzo', 'Dindo Arroyo', 'Victor Medina', 'Analyn Barro', 'Marla Ancheta']",Only You,MOVIE,"Manila-based real estate broker Dee returns to Bulusan, Sorsogon, for her grandmother Dulce’s 80th birthday. She re-acquaints with past schoolmate Edong, a seemingly unambitious and simple-minded coconut farmer. While starting at the wrong foot, they soon get to know each other more. Their mutual admiration gradually turns into love.",2021.0,,110.0,"['comedy', 'romance', 'drama']",['PH'],0.0,6.5,6.0
324,tm1127695,"['Antonio de la Torre', 'Belén Cuesta', 'Vicente Vergara', 'José Manuel Poga', 'Emilio Palacios', 'Adrián Fernández', 'Nacho Fortes', 'Marco Cáceres', 'Joaquín Gómez', 'Esperanza Guardado', 'Antonio Romero', 'Óscar Corrales', 'Enrique Asenjo', 'Arturo Vargas', 'Estefanía Rueda', 'Íñigo Núñez', 'Íñigo Núñez', 'Carlos Bernardino', 'Fran Machado', 'José María del Castillo', 'Andrés Blanco', 'Daniel Morilla', 'Javi Mena', 'Cristina Almazán', 'Unai García', 'Matías Prats Sr.', 'Dwight D. Eisenhower', 'Francisco Franco', 'Jose Mari Goenaga', 'Jon Garaño', 'Aitor Arregi']",The Endless Trench,MOVIE,"A small village in Huelva, Andalusia, Spain, 1936. Higinio and Rosa have been married only for a few months when the Civil War breaks out. Higinio, being afraid of possible reprisals from the rebel faction, decides to use a hole dug in his own house as a temporary hideout.",2019.0,,148.0,"['drama', 'history', 'thriller', 'war', 'action', 'european']","['ES', 'FR']",0.0,7.2,7.0
325,tm1128292,"['Michael Che', 'Kristian Mercado']",Michael Che: Shame the Devil,MOVIE,"Michael Che returns to the stage in Oakland and tackles American patriotism, Black leadership, jealous exes, loose bears, mental health and more.",2021.0,,58.0,['comedy'],[],0.0,6.4,7.2
326,tm1129217,"['Annie Cabello', 'Ralf', 'Estefi Merelles', 'Harold Azuara', 'Alicia Vélez']",Anonymously Yours,MOVIE,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.",2021.0,R,101.0,"['drama', 'romance']",['MX'],0.0,5.7,7.8
327,tm1129394,"['Vanessa Hudgens', 'Sam Palladio', 'Nick Sagar', 'Will Kemp', 'Amanda Donohue', 'Florence Hall', 'Ricky Norwood', 'Suanne Braun', 'Mark Fleischmann', 'Mia Lloyd', 'Robin Soans', 'Hazel Beattie', 'Femi Elufowoju Jr.', 'Julie Neubert', 'Sian Ejiwunmi-Le Berre', 'Maia Katelyn Swandi', 'Eden Gough', 'Jayda Eyles', 'Emilio Doorgasingh', 'Matt Lavall', 'Chidi Ajufo', 'Joe Gallina', 'Akil Largie', 'Theo Devaney', 'Remy Hii', 'Mike Rohl']",The Princess Switch 3: Romancing the Star,MOVIE,"A priceless relic is stolen from identical royals Queen Margaret and Princess Stacy, who enlist the help of their sketchy look-alike cousin Fiona Pembroke to retrieve it.",2021.0,PG,106.0,"['comedy', 'romance', 'drama', 'family']",['US'],0.0,5.5,6.9
328,tm1130264,"['Nicole Byer', 'Betsy Thomas']",Nicole Byer: BBW (Big Beautiful Weirdo),MOVIE,"Nicole takes the stage at the Gramercy Theatre for a HOT new set, discussing everything from how she basically is a vegan (she's just doing her part), what she's looking for in a man, and just how crazy this past year-and-a-half has been.",2021.0,,65.0,['comedy'],[],0.0,5.7,7.0
329,tm1130275,"['Mo Amer', 'Jay Chapman']",Mo Amer: Mohammed in Texas,MOVIE,"In his hometown of Houston, Mo Amer takes on pandemic panic, disappointing Bradley Cooper, hummus appropriation and the subtle art of cursing in Arabic.",2021.0,,64.0,['comedy'],['US'],0.0,6.5,4.3
330,tm1130995,"['Joe Jonas', 'Kevin Jonas', 'Nick Jonas', 'Kenan Thompson', 'Sophie Turner', 'Danielle Jonas', 'Priyanka Chopra Jonas', 'Pete Davidson', 'John Legend', 'Jack Whitehall', 'Phil McGraw', 'Lilly Singh', 'Gabriel Iglesias', 'Niall Horan', 'Blake Shelton', 'Alex Van Wagner']",Jonas Brothers Family Roast,MOVIE,"A comedy roast of the pop band Jonas Brothers includes sketches, songs, games, and special guests.",2021.0,,68.0,"['comedy', 'music']",['US'],0.0,5.2,7.2
331,tm1131061,"['Bella Ramsey', 'Ameerah Falzon-Ojo', 'Oliver Nelson', 'Daisy Haggard', 'Rasmus Hardiker', 'John Hopkins', 'Lucy Montgomery', 'Dino Kelly', 'Rachel August', 'Agnes Peacok', 'Andy Coyle']",Hilda and the Mountain King,MOVIE,"When Hilda wakes up in the body of a troll, she must use her wits and courage to get back home, become human again — and save the city of Trolberg.",2021.0,,85.0,"['fantasy', 'family', 'animation', 'comedy', 'drama']","['CA', 'GB']",0.0,7.7,7.6
332,tm1131374,['Carolin Kebekus'],Carolin Kebekus: The Last Christmas Special,MOVIE,"One of the biggest comedians in Germany, Carolin Kebekus, mixes festive nostalgia and social commentary with her signature edgy wit to poke fun and challenge 'the most wonderful time of the year'.",2021.0,,66.0,['comedy'],[],0.0,4.7,5.5
333,tm1131382,"['Jim Gaffigan', 'Jim Gaffigan']",Jim Gaffigan: Comedy Monster,MOVIE,"Comedy icon Jim Gaffigan offers some thoughts on the hot mess that was 2021, as well as his takes on marching bands, billionaires in space and more.",2021.0,,70.0,['comedy'],[],0.0,6.8,6.7
334,tm1131895,"['Donny Pangilinan', 'Belle Mariano', 'Jeremiah Lisbo', 'Angelina Cruz', 'John Lapus', 'Hyubs Azarcon', 'Donna Cariaga', 'Ariel Rivera', 'Arabella Davao', 'Reich Alim', 'Amanda Zamora', 'Mika Pajares', 'Esnyr Ranollo', 'Lloyd Samartino', 'Ryan Bang', 'Eula Valdez', 'John Leo D. Garcia']",Love Is Color Blind,MOVIE,"After an accident left a budding artist color blind, his best friend takes it upon herself to bring back the colors in his life and make him realize her unwavering love. But this proves to be no easy task when a potential rival enters the picture.",2021.0,,115.0,"['comedy', 'romance']",['PH'],0.0,6.1,8.0
335,tm1132176,"['Jimmy Carr', 'Brian Klein']",Jimmy Carr: His Dark Material,MOVIE,"""Jimmy Carr finds humor in the darkest of places in this stand-up special that features his dry, sardonic wit — and some jokes he calls """"career enders.""""""",2021.0,,59.0,['comedy'],['GB'],0.0,7.1,6.6
336,tm1132325,"['Sivakarthikeyan', 'Priyanka Arul Mohan', 'S. J. Suryah', 'Samuthirakani', 'Soori', 'Balasaravanan', 'Mirchi Vijay', 'Sivaangi Krishnakumar', 'Munishkanth', 'Kaali Venkat', 'Raju Jeyamohan', 'Gautham Vasudev Menon', 'Radha Ravi', 'Singampuli', 'Aadhira Pandilakshmi', 'Manobala', 'George Mariyan', 'Shariq Hassan', 'Cibi Chakaravarthi']",Don,MOVIE,A youngster who is still figuring out what his passion is gets into an engineering college where he clashes with a disciplinarian faculty.,2022.0,,164.0,"['romance', 'comedy', 'drama', 'action']",['IN'],0.0,7.0,7.1
337,tm1134006,"['Hugh Grant', 'Joe Keery', 'William Jackson Harper', 'Lucy Liu', 'Tracey Ullman', 'Samson Kayo', 'Stockard Channing', 'Cristin Milioti', 'Diane Morgan', 'Laurence Fishburne', 'Nick Mohammed', 'Alistair Green', 'Terence Bernie Hines', 'Adam Newman', 'Kyle Jon Shephard', 'Donald Trump', 'Joe Biden', 'Boris Johnson', 'Prince Harry', 'Mike Pence', 'Nancy Pelosi', 'Jill Biden', 'Regé-Jean Page', 'Phoebe Dynevor', 'Golda Rosheuvel', 'Oprah Winfrey', 'Meghan Markle', 'Queen Elizabeth II of the United Kingdom', 'Jeff Bezos', 'Mike Pompeo', 'Daniel Craig', 'Lee Jung-jae', 'Oh Young-soo', 'Heo Sung-tae', 'Kim Joo-ryoung', 'Jung Ho-yeon', 'Mark Zuckerberg', 'Prince Charles', 'Justin Trudeau', 'Anthony Fauci', 'Vladimir Putin', 'Jack Clough', 'Josh Ruben']",Death to 2021,MOVIE,This comedic retrospective mixes archival footage and scripted sketches as it revisits all the dread — and occasional delight — that 2021 had to offer.,2021.0,,60.0,['comedy'],"['GB', 'US']",0.0,6.3,6.0
338,tm113576,"['Winona Ryder', 'Trini Alvarado', 'Claire Danes', 'Kirsten Dunst', 'Samantha Mathis', 'Susan Sarandon', 'Christian Bale', 'Gabriel Byrne', 'Eric Stoltz', 'John Neville', 'Mary Wickes', 'Donal Logue', 'Florence Paterson', 'Matthew Walker', 'Gillian Armstrong']",Little Women,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994.0,PG,115.0,"['drama', 'romance', 'family']",['US'],0.0,7.3,7.314
339,tm1137119,"['Joy Rieger', 'Amir Khoury', 'Ala Dakka', 'Eliana Tidhar', 'Tom Avni', 'Meshi Kleinstein', 'Rasha Jahshan', 'Yadin Gellman', 'Kamal Zaid', 'Neta Roth', 'Daniel Naaser', 'Elad Levi', 'Elisha Banai', 'Nir Knaan', 'Adam Gabay', 'Amit Moresht', 'Hisham Suliman', 'Abdallah El Akal', 'Avi Nesher']",Image of Victory,MOVIE,1948: an Egyptian filmmaker is creating newsreel stories about a volunteer force tasked to liberate Palestinian farmers. The journey propels him towards a chance encounter with a tenacious young leader of a nearby commune that will set in motion events that will change their lives forever.,2021.0,,128.0,"['war', 'history', 'drama']",['IL'],0.0,7.5,7.0
340,tm1137797,['Michael Milano'],137 Shots,MOVIE,"In this documentary, law enforcement faces scrutiny as Americans demand justice after police violence claims multiple Black lives in Cleveland.",2021.0,R,104.0,"['documentation', 'crime']",[],0.0,6.2,6.9
341,tm1137862,"['Matteo Martari', 'Matilde Gioli', 'Giuseppe Maggio', 'Ilenia Pastorelli', 'Cristiano Piacenti', 'Marta Gastini', 'Flavio Furno', 'Nicola Lagioia', 'Luís Filipe Eusébio', 'Alessio Maria Federici']",Four to Dinner,MOVIE,"In this rom-com challenging the concept of soulmates, parallel storylines portray four single friends as they pair up in different couple combinations.",2022.0,,104.0,"['comedy', 'romance']",['IT'],0.0,6.3,6.3
342,tm1138477,"['John Fantasia', 'Rory Kennedy']",Downfall: The Case Against Boeing,MOVIE,Investigators reveal how Boeing’s alleged priority of profit over safety could have contributed to two catastrophic crashes within months of each other.,2022.0,R,89.0,['documentation'],['US'],0.0,7.4,7.2
343,tm1138743,"['Richard Nixon', 'Connie Chung', 'Dwight L. Chapin', 'John Dean', 'Sally Quinn', 'Bob Woodward', 'Anne Alvergue', 'Debra McClutchy']",The Martha Mitchell Effect,MOVIE,She was once as famous as Jackie O—and then she tried to take down a President. Martha Mitchell was the unlikeliest of whistleblowers: a Republican wife who was discredited by Nixon to keep her quiet. Until now.,2022.0,PG,40.0,['documentation'],['US'],0.0,0.0,6.8
344,tm1138870,"['Rajkummar Rao', 'Bhumi Pednekar', 'Seema Pahwa', 'Sheeba Chaddha', 'Nitesh Pandey', 'Loveleen Mishra', 'Chum Darang', 'Shashi Bhushan', 'Deepak Arora', 'Gulshan Devaiah', 'Priyanka Charan', 'Nidhi Bhati', 'Abhay Joshi', 'Durga Sharma', 'Apeksha Porwal', 'Harshavardhan Kulkarni']",Badhaai Do,MOVIE,A gay cop and a lesbian teacher enter a sham marriage to pacify their families but find that relationships — both real and fake — aren't all that easy.,2022.0,,147.0,"['comedy', 'drama', 'crime']",['IN'],0.0,7.1,7.0
345,tm1141346,"['Nahanni Mitchell', 'Dean Petriw', 'Terry Klassen', 'Maryke Hendrikse', 'Diana Kaarina', 'Sam Vincent', 'Nyla Blackman', 'Shannon Chan-Kent', 'Vincent Tong', 'Laara Sadiq']",StarBeam: Beaming in the New Year,MOVIE,Summersette's biggest baddies join forces on New Year’s Eve to battle Zoey and the Beam Team. But cool cousin Zara powers up to help save the day!,2021.0,,47.0,"['animation', 'family', 'scifi']",[],0.0,5.5,10.0
346,tm1141439,"['Kevin James', 'Taylor Lautner', 'Rob Schneider', 'Jackie Sandler', 'Tait Blum', 'Gary Valentine', 'Lavell Crawford', 'Chloe Fineman', 'Maxwell Simkins', 'Jacob Perez', 'Bryant Tardy', 'Manny Magnus', 'Liam Kyle', 'Christopher Farrar', 'Merek Mastrov', 'Isaiah Mustafa', 'Jared Sandler', 'Sean Payton', 'Tracy Wolfson', 'Dan Patrick', 'Bill Cowher', 'Jim Nantz', 'Charles Kinnane', 'Daniel Kinnane']",Home Team,MOVIE,"Two years after a Super Bowl win when NFL head coach Sean Payton is suspended, he goes back to his hometown and finds himself reconnecting with his 12-year-old son by coaching his Pop Warner football team.",2022.0,PG,95.0,"['family', 'comedy', 'sport']",['US'],0.0,6.0,6.8
347,tm1141663,"['Cem Yılmaz', 'Cem Yılmaz']",Cem Yılmaz: Diamond Elite Platinum Plus,MOVIE,"In an irreverent but heartfelt stand-up show, Turkish comedian Cem Yılmaz shares stories about childhood, social media and Turks on holiday abroad.",2021.0,,94.0,['comedy'],['TR'],0.0,6.6,5.8
348,tm1141923,"['Laura Marano', 'Mena Massoud', 'Chelsie Preston Crayford', 'Grace Bentley-Tsibuah', 'Cameron Rhodes', 'Sonia Gray', 'Amanda Billing', 'Elizabeth Hawthorne', 'Paul Norell', 'Teuila Blakely', 'James Gaylyn', 'Phoenix Connolly', 'Jacque Drew', 'Matthew E. Morgan', 'Taylor Barrett', 'Siale Tunoka', 'Jay Simon', 'Aislinn Furlong', 'Jen Van Epps', 'Kubé Jones-Neill', 'Julie Edwards', 'Talia Lesser', 'Ivan Stojanov', 'Peter Chin', 'An Xin Chang', 'Abby Howells', 'Theanne Bulatao', 'Ivie Kupenga', 'Phil Vaughan', 'Rosella Hart', 'Greg MacLeod', 'Mark Neilson', 'Rick Jacobson']",The Royal Treatment,MOVIE,"Isabella runs her own salon and isn’t afraid to speak her mind, while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding, she and Prince Thomas learn that taking control of their own destiny requires following their hearts.",2022.0,,96.0,"['romance', 'comedy', 'family']",['US'],0.0,5.2,6.747
349,tm1142245,"['Vijay Ram', 'Vasanth Selvam', 'Hakeem Shajahan', 'Dinesh Mani', 'Vijay Sethupathi', 'Nishanth Kalidindi']",Kadaseela Biriyani,MOVIE,A studious teen who wants a simple life is conned by his violent older brothers into joining their grandiose plan to avenge their murdered father.,2021.0,,115.0,"['drama', 'crime', 'comedy']",['IN'],0.0,7.5,7.7
350,tm1143258,"['Dulquer Salmaan', 'Aditi Rao Hydari', 'Kajal Agarwal', 'Nakshathra Nagesh', 'Yogi Babu', 'Mirchi Vijay', 'Pradeep K Vijayan', 'Sharmila Thapa', 'Abishek Kumar', 'Brinda']",Hey! Sinamika,MOVIE,A wife who feels suffocated by her husband's incessant attention hires a psychologist to make him fall in love with her so that she can separate from him.,2022.0,,150.0,"['drama', 'romance']",['IN'],0.0,6.0,6.9
351,tm114356,"['Denzel Washington', 'Lynn Whitfield', 'Earl Billings', 'Ray Buktenica', 'Akosua Busia', 'Michael Milburn', 'Richard Masur', 'Virginia Capers', 'Barbara Townsend', 'J.A. Preston', 'Bill Henderson', 'Brent Jennings', 'Terrance Ellis', 'Michael C. Matthews', 'Ken Sagoes', 'Eric Laneuville']",The George McKenna Story,MOVIE,"Washington plays a school principal in a tough inner city Los Angeles high school out to rid it of drugs, gangs, low moral of teachers, and restore educational values.",1988.0,,100.0,['drama'],['US'],0.0,6.0,6.1
352,tm1143898,"['Prithviraj Sukumaran', 'Suraj Venjaramoodu', 'Mamta Mohandas', 'Vincy Aloshious', 'Shari', 'Sri Divya', 'Shammi Thilakan', 'Kitty', 'Ilavarasu', 'Dhanya Ananya', 'Druvan', 'G. M. Sundar', 'Priyanka Nair', 'Vaishnavi Venugopal', 'Vinod Sagar', 'Harikrishnan', 'Pasupathi Raj', 'Rajesh Balraj', 'Josekutty Jacob', 'Mammootty', 'Vijayakumar', 'Chithra Iyer', 'Midhun Venugopal', 'Dijo Jose Antony', 'Geethi Sangeetha', 'Dijo Jose Antony']",Jana Gana Mana,MOVIE,"Ramanagara wakes up to a series of events that shocks the entire Nation. In this crisis, two individuals with two different perspectives on law and justice intervene to define the truth.",2022.0,,161.0,"['drama', 'thriller', 'crime']",['IN'],0.0,8.3,7.9
353,tm114476,"['Michael J. Fox', 'Melanie Griffith', 'Nathan Lane', 'Geena Davis', 'Hugh Laurie', 'Jonathan Lipnicki', 'Steve Zahn', 'James Woods', 'Maria Bamford', 'Rachael Harris', 'Anna Hoelck', 'Ashley Hoelck', 'Kevin Olson', 'Marc John Jefferies', 'Frank Aquilino', 'Rob Minkoff']",Stuart Little 2,MOVIE,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",2002.0,G,78.0,"['animation', 'comedy', 'family', 'action', 'fantasy']",['US'],0.0,5.5,5.733
